"country","city","street","housenumber"
"AM","Երևան","Նալբանդյան փողոց","13"
"AM","Երևան","Նալբանդյան փողոց","15"
"AM","Երևան","Նալբանդյան փողոց","17"
"AM","Երևան","Նալբանդյան փողոց","21"
"AM","Երևան","Նալբանդյան փողոց","25/14"
"AM","Երևան","Նալբանդյան փողոց","27"
"AM","Երևան","Նալբանդյան փողոց","29"
"AM","Երևան","Նալբանդյան փողոց","33"
"AM","Երևան","Նալբանդյան փողոց","35"
"AM","Երևան","Նալբանդյան փողոց","37"
"AM","Երևան","Նալբանդյան փողոց","39"
"AM","Երևան","Նալբանդյան փողոց","48"
"AM","Երևան","Նալբանդյան փողոց","50"
"AM","Երևան","Նալբանդյան փողոց","96"
"AM","Երևան","Նալբանդյան փողոց","98"
"AM","Երևան","Նանսենի նրբանցք","1"
"AM","Երևան","Նանսենի նրբանցք","2"
"AM","Երևան","Նանսենի նրբանցք","4(87)"
"AM","Երևան","Նանսենի նրբանցք","5"
"AM","Երևան","Նանսենի նրբանցք","6"
"AM","Երևան","Նանսենի նրբանցք","8"
"AM","Երևան","Նանսենի փողոց","10"
"AM","Երևան","Նանսենի փողոց","18"
"AM","Երևան","Նանսենի փողոց","2"
"AM","Երևան","Նանսենի փողոց","4"
"AM","Երևան","Նար–Դոսի փողոց","36"
"AM","Երևան","Նար–Դոսի փողոց","73"
"AM","Երևան","Նար–Դոսի փողոց","73/1"
"AM","Երևան","Նար–Դոսի փողոց","75"
"AM","Երևան","Նար–Դոսի փողոց","77"
"AM","Երևան","Նելսոն Ստեփանյան փողոց","3"
"AM","Երևան","Նելսոն Ստեփանյան փողոց","7"
"AM","Երևան","Նիկոլ Դումանի փողոց","51"
"AM","Երևան","Նիկոլ Դումանի փողոց","53"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","1"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","11"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","15"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","17"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","17/1"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","17/2"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","17/3"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","17/4"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","2"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","21"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","3"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","5"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","7"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","7a"
"AM","Երևան","Նիկողայոս Ադոնցի փողոց","9"
"AM","Երևան","Նիկողայոս Տիգրանյան փակուղի","1"
"AM","Երևան","Նիկողայոս Տիգրանյան փակուղի","27"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","10"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","11"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","12"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","13"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","14"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","15"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","16"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","17"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","19"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","19/1"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","21"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","27"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","3"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","4"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","5"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","6"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","7"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","8"
"AM","Երևան","Նիկողայոս Տիգրանյան փողոց","9"
"AM","Երևան","Նոր Արեշի 12-րդ փողոց","99"
"AM","Երևան","Նոր Արեշի 12-րդ փողոց","99/1"
"AM","Երևան","Նոր Արեշի 14-րդ փողոց","38/1"
"AM","Երևան","Նոր Արեշի 14-րդ փողոց","40"
"AM","Երևան","Նոր Արեշի 15-րդ փողոց","1"
"AM","Երևան","Նոր Արեշի 15-րդ փողոց","3"
"AM","Երևան","Նոր Արեշի 15-րդ փողոց","5"
"AM","Երևան","Նոր Արեշի 15-րդ փողոց","9"
"AM","Երևան","Նոր Արեշի 19րդ փողոց","192"
"AM","Երևան","Նոր Արեշի 24-րդ փողոց","49"
"AM","Երևան","Նոր Արեշի 24-րդ փողոց","51"
"AM","Երևան","Նորաշեն թաղամաս","36"
"AM","Երևան","Նորաշեն թաղամաս","38"
"AM","Երևան","Շահումյան 16֊րդ փողոց","10"
"AM","Երևան","Շահումյան 1֊ին փողոց","1"
"AM","Երևան","Շահումյան 1֊ին փողոց","10"
"AM","Երևան","Շահումյան 1֊ին փողոց","10/1"
"AM","Երևան","Շահումյան 1֊ին փողոց","10/2"
"AM","Երևան","Շահումյան 1֊ին փողոց","10/3"
"AM","Երևան","Շահումյան 1֊ին փողոց","11"
"AM","Երևան","Շահումյան 1֊ին փողոց","13"
"AM","Երևան","Շահումյան 1֊ին փողոց","15"
"AM","Երևան","Շահումյան 1֊ին փողոց","16"
"AM","Երևան","Շահումյան 1֊ին փողոց","2"
"AM","Երևան","Շահումյան 1֊ին փողոց","2/1"
"AM","Երևան","Շահումյան 1֊ին փողոց","3"
"AM","Երևան","Շահումյան 1֊ին փողոց","31"
"AM","Երևան","Շահումյան 1֊ին փողոց","33"
"AM","Երևան","Շահումյան 1֊ին փողոց","35"
"AM","Երևան","Շահումյան 1֊ին փողոց","4"
"AM","Երևան","Շահումյան 1֊ին փողոց","4/1"
"AM","Երևան","Շահումյան 1֊ին փողոց","5"
"AM","Երևան","Շահումյան 1֊ին փողոց","6"
"AM","Երևան","Շահումյան 1֊ին փողոց","6/1"
"AM","Երևան","Շահումյան 1֊ին փողոց","7"
"AM","Երևան","Շահումյան 1֊ին փողոց","8"
"AM","Երևան","Շահումյան 1֊ին փողոց","8/1"
"AM","Երևան","Շահումյան 1֊ին փողոց","9"
"AM","Երևան","Շահումյան 2-րդ փողոց","15"
"AM","Երևան","Շահումյան 2-րդ փողոց","17"
"AM","Երևան","Շահսուվարյան փողոց","3"
"AM","Երևան","Շահսուվարյան փողոց","4"
"AM","Երևան","Շահսուվարյան փողոց","5"
"AM","Երևան","Շահսուվարյան փողոց","7"
"AM","Երևան","Շահսուվարյան փողոց","8a"
"AM","Երևան","Շահսուվարյան փողոց","9"
"AM","Երևան","Շարուրի փողոց","24/3"
"AM","Երևան","Շարուրի փողոց","43"
"AM","Երևան","Շարուրի փողոց","47/1"
"AM","Երևան","Շինարարների փողոց","10"
"AM","Երևան","Շինարարների փողոց","10/1"
"AM","Երևան","Շինարարների փողոց","11"
"AM","Երևան","Շինարարների փողոց","12"
"AM","Երևան","Շինարարների փողոց","13"
"AM","Երևան","Շինարարների փողոց","14"
"AM","Երևան","Շինարարների փողոց","15"
"AM","Երևան","Շինարարների փողոց","15/1"
"AM","Երևան","Շինարարների փողոց","15/2"
"AM","Երևան","Շինարարների փողոց","16"
"AM","Երևան","Շինարարների փողոց","18"
"AM","Երևան","Շինարարների փողոց","20"
"AM","Երևան","Շինարարների փողոց","22"
"AM","Երևան","Շինարարների փողոց","23"
"AM","Երևան","Շինարարների փողոց","24"
"AM","Երևան","Շինարարների փողոց","25"
"AM","Երևան","Շինարարների փողոց","26"
"AM","Երևան","Շինարարների փողոց","27"
"AM","Երևան","Շինարարների փողոց","28"
"AM","Երևան","Շինարարների փողոց","29"
"AM","Երևան","Շինարարների փողոց","3"
"AM","Երևան","Շինարարների փողոց","31"
"AM","Երևան","Շինարարների փողոց","32"
"AM","Երևան","Շինարարների փողոց","33"
"AM","Երևան","Շինարարների փողոց","35"
"AM","Երևան","Շինարարների փողոց","4"
"AM","Երևան","Շինարարների փողոց","5"
"AM","Երևան","Շինարարների փողոց","7"
"AM","Երևան","Շինարարների փողոց","8"
"AM","Երևան","Շիրվանզադեի փողոց","11"
"AM","Երևան","Շիրվանզադեի փողոց","15/32"
"AM","Երևան","Շիրվանզադեի փողոց","2"
"AM","Երևան","Շիրվանզադեի փողոց","24/30"
"AM","Երևան","Շիրվանզադեի փողոց","33/20"
"AM","Երևան","Շիրվանզադեի փողոց","4"
"AM","Երևան","Շիրվանզադեի փողոց","4/1"
"AM","Երևան","Շիրվանզադեի փողոց","4/2"
"AM","Երևան","Շիրվանզադեի փողոց","5"
"AM","Երևան","Շիրվանզադեի փողոց","6"
"AM","Երևան","Շիրվանզադեի փողոց","7"
"AM","Երևան","Ոսկանյան Փողոց","2"
"AM","Երևան","Ուլնեցի 3-րդ փակուղի","4"
"AM","Երևան","Չայկովսկու փողոց","15"
"AM","Երևան","Չայկովսկու փողոց","30"
"AM","Երևան","Չայկովսկու փողոց","34"
"AM","Երևան","Չարենց թաղամաս","13"
"AM","Երևան","Չարենց թաղամաս","15"
"AM","Երևան","Չարենցի փողոց","1"
"AM","Երևան","Չարենցի փողոց","1/2"
"AM","Երևան","Չարենցի փողոց","10"
"AM","Երևան","Չարենցի փողոց","12"
"AM","Երևան","Չարենցի փողոց","21"
"AM","Երևան","Չարենցի փողոց","23"
"AM","Երևան","Չարենցի փողոց","25"
"AM","Երևան","Չարենցի փողոց","4"
"AM","Երևան","Չարենցի փողոց","40"
"AM","Երևան","Չարենցի փողոց","42"
"AM","Երևան","Չարենցի փողոց","43"
"AM","Երևան","Չարենցի փողոց","44"
"AM","Երևան","Չարենցի փողոց","5"
"AM","Երևան","Չարենցի փողոց","68"
"AM","Երևան","Չարենցի փողոց","7"
"AM","Երևան","Չարենցի փողոց","70"
"AM","Երևան","Չարենցի փողոց","81"
"AM","Երևան","Չարենցի փողոց","9"
"AM","Երևան","Չեխովի փողոց","1"
"AM","Երևան","Չեխովի փողոց","10"
"AM","Երևան","Չեխովի փողոց","48"
"AM","Երևան","Չեխովի փողոց","6"
"AM","Երևան","Պարոնյանի փողոց","10"
"AM","Երևան","Պարոնյանի փողոց","16"
"AM","Երևան","Պարոնյանի փողոց","18"
"AM","Երևան","Պարոնյանի փողոց","2"
"AM","Երևան","Պարոնյանի փողոց","22"
"AM","Երևան","Պարոնյանի փողոց","3"
"AM","Երևան","Պարոնյանի փողոց","6"
"AM","Երևան","Պարսողովի փողոց","41"
"AM","Երևան","Պարսողովի փողոց","43"
"AM","Երևան","Պարսողովի փողոց","45"
"AM","Երևան","Պուշկինի փողոց","1"
"AM","Երևան","Պուշկինի փողոց","10"
"AM","Երևան","Պուշկինի փողոց","16"
"AM","Երևան","Պուշկինի փողոց","21"
"AM","Երևան","Պուշկինի փողոց","21/1"
"AM","Երևան","Պուշկինի փողոց","21/3"
"AM","Երևան","Պուշկինի փողոց","25"
"AM","Երևան","Պուշկինի փողոց","25/5"
"AM","Երևան","Պուշկինի փողոց","31"
"AM","Երևան","Պուշկինի փողոց","33"
"AM","Երևան","Պուշկինի փողոց","35"
"AM","Երևան","Պուշկինի փողոց","36"
"AM","Երևան","Պուշկինի փողոց","37"
"AM","Երևան","Պուշկինի փողոց","38"
"AM","Երևան","Պուշկինի փողոց","39"
"AM","Երևան","Պուշկինի փողոց","41"
"AM","Երևան","Պուշկինի փողոց","42"
"AM","Երևան","Պուշկինի փողոց","43"
"AM","Երևան","Պուշկինի փողոց","43/101"
"AM","Երևան","Պուշկինի փողոց","49"
"AM","Երևան","Պուշկինի փողոց","51"
"AM","Երևան","Պուշկինի փողոց","52"
"AM","Երևան","Պուշկինի փողոց","54"
"AM","Երևան","Պուշկինի փողոց","56"
"AM","Երևան","Պուշկինի փողոց","56a"
"AM","Երևան","Պուշկինի փողոց","58"
"AM","Երևան","Պուշկինի փողոց","60"
"AM","Երևան","Պռոշյան պողոտա 1ին նրբանցք","1"
"AM","Երևան","Պռոշյան փողոց","1"
"AM","Երևան","Պռոշյան փողոց","2"
"AM","Երևան","Պրագայի փողոց","4"
"AM","Երևան","Պրագայի փողոց","40"
"AM","Երևան","Պրագայի փողոց","45"
"AM","Երևան","Պրագայի փողոց","47"
"AM","Երևան","Ռոմանոս Մելիքյանի փողոց","2"
"AM","Երևան","Ռոմանոս Մելիքյանի փողոց","2/2"
"AM","Երևան","Ռոստոմի փողոց","29"
"AM","Երևան","Ռոստովյան փողոց","13"
"AM","Երևան","Ռոստովյան փողոց","15"
"AM","Երևան","Ռոստովյան փողոց","17"
"AM","Երևան","Ռոստովյան փողոց","19"
"AM","Երևան","Ռոստովյան փողոց","21"
"AM","Երևան","Ռոստովյան փողոց","23"
"AM","Երևան","Ռոստովյան փողոց","25"
"AM","Երևան","Ռոստովյան փողոց","27"
